Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,orgN mg/L N,pH,peak_flow mgd,temperature degC,urea* mg/L N
2002-04-11,,4,,,,,2.6,,,,,,,1.8,2002,2.732,,6.91,,20.3,
2002-04-12,,4,,,,,2.6,,,,,,,1.6,2002,3.948,,6.95,,20.4,
2002-04-13,,4,,,,,2.6,,,,,,,2.5,2002,3.096,,6.99,,20.8,
2002-04-14,,4,,,,,2.6,,,,,,,2.4,2002,3.006,,7.19,,20.3,
2002-04-15,,4,0.2,,22,,2.6,,,,,,,2,2002,3.019,,6.91,,20,
2002-04-16,,4,,,,,2.6,,,,,,,1.4,2002,3.497,,6.87,,19.7,
2002-04-17,,4,,,,,2.6,,,,,,,2.1,2002,3.482,,6.82,,19.3,
2002-04-18,,4,,,,,2.6,,,,,,,1.9,2002,2.056,,6.92,,19.3,
2002-04-19,,4,,,,,2.6,,,,,,,,2002,2.508,,6.91,,20.1,
2002-04-20,,4,,,,,2.6,,,,,,,,2002,4.059,,6.97,,19.3,
2002-04-21,,4,,,,,2.6,,,,,,,2.7,2002,3.265,,6.91,,19.5,
2002-04-22,,4,0.2,,19,,2.6,,,,,,,1.9,2002,1.853,,6.84,,19.6,
2002-04-23,,4,,,,,2.6,,,,,,,,2002,3.413,,6.65,,20.7,
2002-04-24,,4,,,,,2.6,,,,,,,1.4,2002,3.051,,6.8,,20.2,
2002-04-25,,4,,,,,2.6,,,,,,,1.1,2002,3.174,,6.9,,20.8,
2002-04-26,,4,,,,,2.6,,,,,,,1.2,2002,2.68,,6.75,,20.3,
2002-04-27,,4,,,,,2.6,,,,,,,,2002,2.997,,6.97,,19.4,
2002-04-28,,4,0.2,,,,2.6,,,,,,,2.6,2002,3.375,,6.95,,19.7,
2002-04-29,,4,,,17,,2.6,,,,,,,2.7,2002,3.209,,6.84,,19.6,
2002-04-30,,4,,,,,2.6,,,,,,,2,2002,2.716,,6.83,,19.8,
2002-05-01,,5,,,,,2.6,,,,,,,2.5,2002,2.82,,7.06,,20.4,
2002-05-02,,5,,,,,2.6,,,,,,,1.9,2002,1.863,,6.96,,19.8,
2002-05-03,,5,,,,,2.6,,,,,,,,2002,0.007,,6.97,,19.5,
2002-05-04,,5,,,,,2.6,,,,,,,,2002,3.647,,7.01,,20,
2002-05-05,,5,,,,,2.6,,,,,,,3,2002,3.905,,6.98,,20.7,
2002-05-06,,5,0.2,,23,,2.6,,,,,,,2.5,2002,3.395,0.4,6.82,,19.6,
2002-05-07,,5,,,,,2.6,,,,,,,2.2,2002,2.546,,6.79,,20.5,
2002-05-08,,5,,,,,2.6,,,,,,,1.9,2002,3.01,,6.79,,19.8,
2002-05-09,,5,,,,,2.6,,,,,,,2.3,2002,2.609,,6.68,,20.9,
2002-05-10,,5,,,,,2.6,,,,,,,,2002,2.646,,6.76,,20.5,
2002-05-11,,5,,,,,2.6,,,,,,,,2002,2.949,,6.75,,20.9,
2002-05-12,,5,,,,,2.6,,,,,,,6.9,2002,3.098,,6.77,,21,
2002-05-13,,5,0.2,,20,,2.6,,,,,,,3.6,2002,2.873,,6.69,,21,
2002-05-14,,5,,,,,2.6,,,,,,,2.6,2002,2.981,,6.85,,21.4,
2002-05-15,,5,,,,,2.6,,,,,,,2.3,2002,3.466,,6.86,,21.9,
2002-05-16,,5,,,,,2.6,,,,,,,1.8,2002,2.604,,6.82,,22,
2002-05-17,,5,,,,,2.6,,,,,,,,2002,2.648,,6.77,,21.7,
2002-05-18,,5,,,,,2.6,,,,,,,,2002,2.975,,6.68,,20.6,
2002-05-19,,5,,,,,2.6,,,,,,,3,2002,3.129,,7.01,,20.6,
2002-05-20,,5,0.22,,24,,2.6,,,,,,,2.5,2002,3.558,,6.59,,20.2,
2002-05-21,,5,,,,,2.6,,,,,,,,2002,3.294,,6.71,,20.5,
2002-05-22,,5,,,,,2.6,,,,,,,2.3,2002,3.109,,6.62,,20.9,
2002-05-23,,5,,,,,2.6,,,,,,,2.3,2002,2.858,,6.54,,21.8,
2002-05-24,,5,,,,,2.6,,,,,,,2,2002,2.661,,6.66,,21.8,
2002-05-25,,5,,,,,2.6,,,,,,,,2002,2.17,,6.6,,21.8,
2002-05-26,,5,,,,,2.6,,,,,,,1.3,2002,0,,6.56,,21.4,
2002-05-27,,5,,,,,2.6,,,,,,,1.4,2002,0,,6.55,,21.7,
2002-05-28,,5,0.2,,26,,2.6,,,,,,,2.7,2002,0,,6.57,,22,
2002-05-29,,5,,,,,2.6,,,,,,,1.8,2002,0,,6.74,,22.1,
2002-05-30,,5,,,,,2.6,,,,,,,1.5,2002,0,,6.85,,23.5,
2002-05-31,,5,,,,,2.6,,,,,,,,2002,0,,6.93,,23.3,
2002-06-01,,6,,,,,2.6,,,,,,,1.2,2002,0,,6.9,,21.4,
2002-06-02,,6,,,,,2.6,,,,,,,2.3,2002,1.391,,6.8,,21.3,
2002-06-03,,6,0.2,,22,,2.6,,,,,,,,2002,2.968,0.4,6.7,,21.9,
2002-06-04,,6,,,,,2.6,,,,,,,1.6,2002,2.889,,6.7,,22.3,
2002-06-05,,6,,,,,2.6,,,,,,,1.4,2002,2.845,,6.7,,22.7,
2002-06-06,,6,,,,,2.6,,,,,,,1.2,2002,2.959,,6.7,,23.8,
2002-06-07,,6,,,,,2.6,,,,,,,,2002,2.864,,6.8,,23.1,
2002-06-08,,6,,,,,2.6,,,,,,,,2002,2.883,,6.8,,22.9,
2002-06-09,,6,,,,,2.6,,,,,,,1.7,2002,2.882,,6.7,,22.7,
2002-06-10,,6,0.2,,22,,2.6,,,,,,,1.5,2002,2.786,,7,,24,
2002-06-11,,6,,,,,2.6,,,,,,,1.1,2002,2.732,,6.8,,22.6,
2002-06-12,,6,,,,,2.6,,,,,,,1.2,2002,2.562,,7,,23.3,
2002-06-13,,6,,,,,2.6,,,,,,,1.6,2002,2.747,,7,,21.7,
2002-06-14,,6,,,,,2.6,,,,,,,1.2,2002,2.603,,6.7,,21.9,
2002-06-15,,6,,,,,2.6,,,,,,,,2002,2.954,,6.7,,23.1,
2002-06-16,,6,,,,,2.6,,,,,,,1.6,2002,2.672,,6.8,,22.8,
2002-06-17,,6,0.2,,19,,2.6,,,,,,,2.2,2002,3.471,,6.8,,21.9,
2002-06-18,,6,,,,,2.6,,,,,,1.6,,2002,2.988,,7,,23,
2002-06-19,,6,,,,,2.6,,,,,,,1.6,2002,3.38,,6.9,,23.2,
2002-06-20,,6,,,,,2.6,,,,,,,1.9,2002,2.832,,6.9,,22.1,
2002-06-21,,6,,,,,2.6,,,,,,,1.5,2002,3.906,,6.9,,22.3,
2002-06-22,,6,,,,,2.6,,,,,,,,2002,3.839,,6.9,,22.9,
2002-06-23,,6,,,,,2.6,,,,,,,2.7,2002,3.594,,6.9,,23.1,
2002-06-24,,6,0.26,,16,,2.6,,,,,,,2.5,2002,3.083,,6.9,,22,
2002-06-25,,6,,,,,2.6,,,,,,,3,2002,3.745,,7,,22,
2002-06-26,,6,,,,,2.6,,,,,,,2.6,2002,3.726,,6.9,,22.8,
2002-06-27,,6,,,,,2.6,,,,,,,1.6,2002,2.782,,7,,23.3,
2002-06-28,,6,,,,,2.6,,,,,,,2.7,2002,2.735,,6.9,,23.3,
2002-06-29,,6,,,,,2.6,,,,,,,,2002,2.774,,7,,23.5,
2002-06-30,,6,,,,,2.6,,,,,,,,2002,2.824,,7,,23.3,
2002-07-01,,7,,,,,2.6,,,,,,,1.9,2002,2.646,,6.9,,23.4,
2002-07-02,,7,0.2,,17,,2.6,,,,,,,2,2002,2.666,0.4,6.9,,23,
2002-07-03,,7,,,,,2.6,,,,,,,2.2,2002,2.761,,7,,23.3,
2002-07-04,,7,,,,,2.6,,,,,,,2.7,2002,2.237,,6.9,,23.4,
2002-07-05,,7,,,,,2.6,,,,,,,3.5,2002,3.19,,6.9,,24.1,
2002-07-06,,7,,,,,2.6,,,,,,,,2002,3.181,,6.9,,23.4,
2002-07-07,,7,,,,,2.6,,,,,,,2.4,2002,2.602,,7,,23.6,
2002-07-08,,7,0.2,,14,,2.6,,,,,,,2.6,2002,2.378,,6.9,,23,
2002-07-09,,7,,,,,2.6,,,,,,,2.3,2002,2.524,,7.2,,25.3,
2002-07-10,,7,,,,,2.6,,,,,,,1,2002,1.755,,7.2,,24,
2002-07-11,,7,,,,,2.6,,,,,,,2,2002,2.414,,7,,25,
2002-07-12,,7,,,,,2.6,,,,,,,,2002,2.743,,7,,25.2,
2002-07-13,,7,,,,,2.6,,,,,,,,2002,2.441,,6.9,,24.3,
2002-07-14,,7,,,,,2.6,,,,,,,2.4,2002,2.605,,6.9,,24.4,
2002-07-15,,7,0.2,,17,,2.6,,,,,,,2.7,2002,2.766,,6.9,,24.5,
2002-07-16,,7,,,,,2.6,,,,,,,1.7,2002,2.408,,6.9,,21.7,
2002-07-17,,7,,,,,2.6,,,,,,,1.8,2002,2.655,,7,,22,
2002-07-18,,7,,,,,2.6,,,,,,,2.1,2002,1.539,,6.9,,23.7,
2002-07-19,,7,,,,,2.6,,,,,,,,2002,0.15,,7,,23.9,
2002-07-20,,7,,,,,2.6,,,,,,,,2002,2.42,,6.9,,24,
2002-07-21,,7,,,,,2.6,,,,,,,2,2002,2.76,,6.8,,24.1,
2002-07-22,,7,0.2,,17,,2.6,,,,,,,1.5,2002,2.637,,6.7,,21.9,
2002-07-23,,7,,,,,2.6,,,,,,,1.7,2002,2.444,,6.8,,23.8,
2002-07-24,,7,,,,,2.6,,,,,,,1.9,2002,2.635,,6.7,,23.8,
2002-07-25,,7,,,,,2.6,,,,,,,1.8,2002,2.458,,6.6,,23.8,
2002-07-26,,7,,,,,2.6,,,,,,,,2002,2.56,,6.8,,24.1,
2002-07-27,,7,,,,,2.6,,,,,,,,2002,2.865,,7,,24.2,
2002-07-28,,7,,,,,2.6,,,,,,,1.7,2002,2.397,,7,,24.3,
2002-07-29,,7,0.2,,16,,2.6,,,,,,,1.4,2002,2.606,,7,,23.1,
2002-07-30,,7,,,,,2.6,,,,,,,,2002,3.092,,7,,23.1,
2002-07-31,,7,,,,,2.6,,,,,,,1.6,2002,3.151,,7,,24.3,
2002-08-01,,8,,,,,2.6,,,,,,,1.5,2002,2.779,,7,,24,
2002-08-02,,8,,,,,2.6,,,,,,,2.3,2002,2.401,,6.8,,23.7,
2002-08-03,,8,,,,,2.6,,,,,,,,2002,2.64,,6.8,,23.6,
2002-08-04,,8,,,,,2.6,,,,,,,1.8,2002,2.337,,7,,23.6,
2002-08-05,,8,0.2,,16,,2.6,,,,,,,1.9,2002,2.66,0.4,6.9,,22.2,
2002-08-06,,8,,,,,2.6,,,,,,,1.6,2002,2.474,,6.9,,21.1,
2002-08-07,,8,,,,,2.6,,,,,,,1.4,2002,2.501,,6.9,,24.5,
2002-08-08,,8,,,,,2.6,,,,,,,1.5,2002,2.849,,6.9,,25,
2002-08-09,,8,,,,,2.6,,,,,,,,2002,2.45,,7,,25,
2002-08-10,,8,,,,,2.6,,,,,,,,2002,2.572,,7,,22.9,
2002-08-11,,8,,,,,2.6,,,,,,,,2002,2.232,,7,,24.2,
2002-08-12,,8,0.2,,21,,2.6,,,,,,,1.5,2002,2.435,,6.9,,24.3,
2002-08-13,,8,,,,,2.6,,,,,,,1.4,2002,2.341,,6.9,,22.1,
2002-08-14,,8,,,,,2.6,,,,,,,1.4,2002,2.478,,6.9,,22.1,
2002-08-15,,8,,,,,2.6,,,,,,,2,2002,2.817,,6.9,,24.3,
2002-08-16,,8,,,,,2.6,,,,,,,2.4,2002,2.636,,6.9,,24.1,
2002-08-17,,8,,,,,2.6,,,,,,,,2002,2.576,,6.9,,23.3,
2002-08-18,,8,,,,,2.6,,,,,,,,2002,2.359,,6.9,,23.5,
2002-08-19,,8,,,,,2.6,,,,,,,2.5,2002,2.41,,6.8,,23.3,
2002-08-20,,8,0.2,,24,,2.6,,,,,,,2.3,2002,2.85,,6.9,,23.5,
2002-08-21,,8,,,,,2.6,,,,,,,1.8,2002,2.469,,6.9,,24.2,
2002-08-22,,8,,,,,2.6,,,,,,,1.5,2002,2.403,,6.9,,23.9,
2002-08-23,,8,,,,,2.6,,,,,,,1.7,2002,2.462,,6.9,,23.2,
2002-08-24,,8,,,,,2.6,,,,,,,,2002,2.647,,6.8,,23.1,
2002-08-25,,8,,,,,2.6,,,,,,,2.6,2002,2.659,,6.8,,23,
2002-08-26,,8,0.2,,20,,2.6,,,,,,,2.1,2002,2.471,,6.8,,24.7,
2002-08-27,,8,,,,,2.6,,,,,,,1.9,2002,2.747,,6.9,,23.9,
2002-08-28,,8,,,,,2.6,,,,,,,2.1,2002,2.622,,7,,24.7,
2002-08-29,,8,,,,,2.6,,,,,,,1.7,2002,2.355,,6.9,,24.2,
2002-08-30,,8,,,,,2.6,,,,,,,1.1,2002,2.732,,6.8,,23.8,
2002-08-31,,8,,,,,2.6,,,,,,,,2002,2.496,,6.9,,24.1,
2002-09-01,,9,,,,,2.6,,,,,,,,2002,2.665,,6.9,,24.7,
2002-09-02,,9,,,,,2.6,,,,,,,1.4,2002,2.249,,6.9,,24.8,
2002-09-03,,9,0.2,,13,,2.6,,,,,,,1.2,2002,2.885,0.4,6.9,,22.7,
2002-09-04,,9,,,,,2.6,,,,,,,2.5,2002,0.38,,6.9,,23.4,
2002-09-05,,9,,,,,2.6,,,,,,,2,2002,2.85,,7,,23.7,
2002-09-06,,9,,,,,2.6,,,,,,,2.2,2002,2.28,,6.9,,23.2,
2002-09-07,,9,,,,,2.6,,,,,,,,2002,2.7,,6.8,,22.8,
2002-09-08,,9,,,,,2.6,,,,,,,2.6,2002,2.5,,6.8,,23.7,
2002-09-09,,9,0.2,,17,,2.6,,,,,,,2.7,2002,2.775,,7,,24.8,
2002-09-10,,9,,,,,2.6,,,,,,,,2002,2.6,,6.9,,22.9,
2002-09-11,,9,,,,,2.6,,,,,,,2.1,2002,2.437,,7,,23,
2002-09-12,,9,,,,,2.6,,,,,,,1.8,2002,2.57,,6.9,,23.6,
2002-09-13,,9,,,,,2.6,,,,,,,2.4,2002,1.59,,7,,23.3,
2002-09-14,,9,,,,,2.6,,,,,,,,2002,3.794,,7.1,,24.5,
2002-09-15,,9,,,,,2.6,,,,,,,3.4,2002,2.778,,7,,23.7,
2002-09-16,,9,0.2,,12,,2.6,,,,,,,2.6,2002,2.616,,6.8,,21.6,
2002-09-17,,9,,,,,2.6,,,,,,,1.8,2002,2.59,,6.9,,22.5,
2002-09-18,,9,,,,,2.6,,,,,,,1.4,2002,2.276,,7.1,,24.5,
2002-09-19,,9,,,,,2.6,,,,,,,1.5,2002,2.502,,6.9,,24.3,
2002-09-20,,9,,,,,2.6,,,,,,,,2002,3.382,,6.9,,24.5,
2002-09-21,,9,,,,,2.6,,,,,,,,2002,3.17,,6.9,,24.4,
2002-09-22,,9,,,,,2.6,,,,,,,2.2,2002,3.331,,7,,24.1,
2002-09-23,,9,0.2,,13,,2.6,,,,,,,2.1,2002,2.881,,6.8,,24.5,
2002-09-24,,9,,,,,2.6,,,,,,,2,2002,1.778,,6.9,,22.5,
2002-09-25,,9,,,,,2.6,,,,,,,1.4,2002,2.288,,6.9,,21.4,
2002-09-26,,9,,,,,2.6,,,,,,,1.1,2002,1.761,,6.9,,23,
2002-09-27,,9,,,,,2.6,,,,,,,,2002,2.351,,6.9,,23.2,
2002-09-28,,9,,,,,2.6,,,,,,,,2002,2.556,,6.9,,23.2,
2002-09-29,,9,,,,,2.6,,,,,,,1.9,2002,2.613,,6.9,,23.5,
2002-09-30,,9,0.2,,15,,2.6,,,,,,,1.4,2002,2.628,,6.9,,22.3,
2002-10-01,,10,,,,,2.6,,,,,,,1.5,2002,2.572,,7.1,,20.2,
2002-10-02,,10,,,,,2.6,,,,,,,1.9,2002,2.397,,7,,23,
2002-10-03,,10,,,,,2.6,,,,,,,2,2002,2.482,,7.2,,21.3,
2002-10-04,,10,,,,,2.6,,,,,,,,2002,2.547,,7.1,,23.6,
2002-10-05,,10,,,,,2.6,,,,,,,,2002,2.599,,7.1,,23.3,
2002-10-06,,10,,,,,2.6,,,,,,,1.6,2002,2.336,,7,,23.1,
2002-10-07,,10,0.2,,14,,2.6,,,,,,,1.3,2002,2.929,0.434,7,,22.9,
2002-10-08,,10,,,,,2.6,,,,,,,1.4,2002,2.572,,6.9,,24.1,
2002-10-09,,10,,,,,2.6,,,,,,,1.6,2002,2.379,,7,,23.6,
2002-10-10,,10,,,,,2.6,,,,,,,1.7,2002,2.401,,7.1,,22.1,
2002-10-11,,10,,,,,2.6,,,,,,,,2002,1.731,,6.9,,22.2,
2002-10-12,,10,,,,,2.6,,,,,,,,2002,2.113,,6.9,,22.3,
2002-10-13,,10,,,,,2.6,,,,,,,1.6,2002,2.497,,6.9,,22.2,
2002-10-14,,10,0.2,,15,,2.6,,,,,,,2.4,2002,2.592,,6.9,,22.2,
2002-10-15,,10,,,,,2.6,,,,,,,1.6,2002,2.366,,6.9,,22.7,
2002-10-16,,10,,,,,2.6,,,,,,,1.5,2002,2.331,,7,,21.6,
2002-10-17,,10,,,,,2.6,,,,,,,1,2002,2.264,,7,,22.3,
2002-10-18,,10,,,,,2.6,,,,,,,,2002,2.457,,7,,22.2,
2002-10-19,,10,,,,,2.6,,,,,,,,2002,2.197,,6.9,,22.7,
2002-10-20,,10,,,,,2.6,,,,,,,1,2002,2.701,,6.9,,22.6,
2002-10-21,,10,0.2,,16,,2.6,,,,,,,1.7,2002,2.651,,6.9,,21,
2002-10-22,,10,,,,,2.6,,,,,,,1.7,2002,2.401,,6.9,,19.2,
2002-10-23,,10,,,,,2.6,,,,,,,2.2,2002,2.416,,6.9,,18.9,
2002-10-24,,10,,,,,2.6,,,,,,,2.3,2002,2.302,,7,,21.6,
2002-10-25,,10,,,,,2.6,,,,,,,,2002,2.46,,7.1,,22.7,
2002-10-26,,10,,,,,2.6,,,,,,,,2002,2.364,,7.1,,19.5,
2002-10-27,,10,,,,,2.6,,,,,,,2.1,2002,1.982,,7,,21.2,
2002-10-28,,10,0.2,,15,,2.6,,,,,,,1.9,2002,2.529,,6.9,,21.4,
2002-10-29,,10,,,,,2.6,,,,,,,2.3,2002,2.679,,6.9,,18.6,
2002-10-30,,10,,,,,2.6,,,,,,,2.5,2002,1.724,,6.9,,21.5,
2002-10-31,,10,,,,,2.6,,,,,,,,2002,2.347,,6.9,,21.5,
2002-11-01,,11,,,,,2.6,,,,,,,2.2,2002,3.217,,7,,21.5,
2002-11-02,,11,,,,,2.6,,,,,,,,2002,2.418,,7,,20.6,
2002-11-03,,11,,,,,2.6,,,,,,,2.3,2002,3.274,,6.7,,21,
2002-11-04,,11,0.2,,17,,2.6,,,,,,,3.5,2002,3.695,0.4,6.9,,21.3,
2002-11-05,,11,,,,,2.6,,,,,,,2.9,2002,3.668,,6.9,,19.1,
2002-11-06,,11,,,,,2.6,,,,,,,2.6,2002,1.238,,6.9,,19.5,
2002-11-07,,11,,,,,2.6,,,,,,,,2002,2.215,,6.9,,20.3,
2002-11-08,,11,,,,,2.6,,,,,,,,2002,5.776,,6.8,,21.2,
2002-11-09,,11,,,,,2.6,,,,,,,3.6,2002,7.113,,6.6,,20.3,
2002-11-10,,11,,,,,2.6,,,,,,,9.7,2002,7.372,,6.5,,19.7,
2002-11-11,,11,,,,,2.6,,,,,,,5,2002,5.343,,6.6,,19.5,
2002-11-12,,11,0.2,,10,,2.6,,,,,,,6.6,2002,2.297,,6.8,,19.4,
2002-11-13,,11,,,,,2.6,,,,,,,4.5,2002,3.422,,6.8,,20.6,
2002-11-14,,11,,,,,2.6,,,,,,,5.2,2002,2.041,,6.9,,18.4,
2002-11-15,,11,,,,,2.6,,,,,,,,2002,4.33,,6.9,,21,
2002-11-16,,11,,,,,2.6,,,,,,,2.4,2002,3.28,,7,,20.2,
2002-11-17,,11,,,,,2.6,,,,,,,2.3,2002,2.393,,6.8,,19.9,
2002-11-18,,11,0.2,,17,,2.6,,,,,,,2.3,2002,3.108,,7.1,,19.3,
2002-11-19,,11,,,,,2.6,,,,,,,2.7,2002,2.148,,7,,18.7,
2002-11-20,,11,,,,,2.6,,,,,,,1.4,2002,2.943,,6.9,,21.2,
2002-11-21,,11,,,,,2.6,,,,,,,2,2002,2.422,,7.1,,21.1,
2002-11-22,,11,,,,,2.6,,,,,,,,2002,2.526,,7.1,,20.9,
2002-11-23,,11,,,,,2.6,,,,,,,,2002,2.699,,7.2,,21,
2002-11-24,,11,,,,,2.6,,,,,,,2,2002,2.622,,7.3,,21.3,
2002-11-25,,11,0.2,,19,,2.6,,,,,,,2.6,2002,2.556,,7.2,,20,
2002-11-26,,11,,,,,2.6,,,,,,,2.2,2002,2.4,,7.1,,19,
2002-11-27,,11,,,,,2.6,,,,,,,2.6,2002,2.663,,7.1,,18.1,
2002-11-28,,11,,,,,2.6,,,,,,,2.2,2002,2.555,,7,,19.1,
2002-11-29,,11,,,,,2.6,,,,,,,,2002,2.662,,7.1,,18.9,
2002-11-30,,11,,,,,2.6,,,,,,,,2002,2.362,,6.9,,19.4,
2002-12-01,,12,,,,,2.6,,,,,,,2,2002,2.65,,6.9,,20,
2002-12-02,,12,0.2,,22,,2.6,,,,,,,2.1,2002,2.6,0.4,7,,19.4,
2002-12-03,,12,,,,,2.6,,,,,,,2.4,2002,2.68,,6.9,,17.6,
2002-12-04,,12,,,,,2.6,,,,,,,2.2,2002,2.58,,7,,20.2,
2002-12-05,,12,,,,,2.6,,,,,,,2.4,2002,2.189,,7.1,,20.3,
2002-12-06,,12,,,,,2.6,,,,,,,2.3,2002,1.979,,7,,18.7,
2002-12-07,,12,,,,,2.6,,,,,,,,2002,2.738,,7.2,,18.1,
2002-12-08,,12,,,,,2.6,,,,,,,2.5,2002,2.745,,6.8,,18.7,
2002-12-09,,12,0.2,,21,,2.6,,,,,,,3,2002,2.765,,6.9,,19.3,
2002-12-10,,12,,,,,2.6,,,,,,,2.8,2002,3.222,,6.9,,20.5,
2002-12-11,,12,,,,,2.6,,,,,,,3.6,2002,2.653,,6.8,,17.1,
2002-12-12,,12,,,,,2.6,,,,,,,3.5,2002,3.082,,6.9,,19.7,
2002-12-13,,12,,,,,2.6,,,,,,,,2002,7.673,,6.7,,19.4,
2002-12-14,,12,,,,,2.6,,,,,,,,2002,9.928,,6.5,,17.9,
2002-12-15,,12,,,,,2.6,,,,,,,10.1,2002,10.412,,6.5,,17.9,
2002-12-16,,12,0.2,,13,,2.6,,,,,,,10,2002,10.515,,6.5,,18.5,
2002-12-17,,12,,,,,2.6,,,,,,,12.2,2002,10.823,,6.5,,17.5,
2002-12-18,,12,,,,,2.6,,,,,,,12.2,2002,10.517,,6.6,,17.7,
2002-12-19,,12,,,,,2.6,,,,,,,9.6,2002,9.512,,6.8,,17,
2002-12-20,,12,,,,,2.6,,,,,,,,2002,10.508,,6.6,,16.8,
2002-12-21,,12,,,,,2.6,,,,,,,,2002,10.844,,6.5,,16.4,
2002-12-22,,12,,,,,2.6,,,,,,,,2002,9.958,,6.6,,16.7,
2002-12-23,,12,0.2,,6.7,,2.6,,,,,,,15.2,2002,10.685,,6.7,,16,
2002-12-24,,12,,,,,2.6,,,,,,,13.4,2002,9.684,,6.7,,16.1,
2002-12-25,,12,,,,,2.6,,,,,,,15,2002,11.328,,6.7,,15.9,
2002-12-26,,12,,,,,2.6,,,,,,,12.8,2002,10.2,,6.5,,16.1,
2002-12-27,,12,,,,,2.6,,,,,,,11.6,2002,8.243,,6.6,,16.4,
2002-12-28,,12,,,,,2.6,,,,,,,,2002,10.172,,6.7,,16.8,
2002-12-29,,12,,,,,2.6,,,,,,,,2002,8.939,,6.6,,16.5,
2002-12-30,,12,,,,,2.6,,,,,,,11.4,2002,9.258,,6.7,,17,
2002-12-31,,12,,,,,2.6,,,,,,,,2002,10.489,,6.9,,17.1,
2003-01-01,,1,,,,,2.6,,,,,,,9.9,2003,9.122,,6.7,,16.9,
2003-01-02,,1,0.2,,7.6,,2.6,,,,,,,8.7,2003,7.114,,6.76,,15.5,
2003-01-03,,1,,,,,2.6,,,,,,,6.8,2003,7.897,,6.65,,15,
2003-01-04,,1,,,,,2.6,,,,,,,7,2003,6.256,,6.82,,16.6,
2003-01-05,,1,,,,,2.6,,,,,,,5.8,2003,5.01,,6.84,,17.4,
2003-01-06,,1,0.2,,9.3,,2.6,,,,,,,4.3,2003,5.032,0.546,6.91,,18,
2003-01-07,,1,,,,,2.6,,,,,,,6.6,2003,4.529,,6.71,,17.7,
2003-01-08,,1,,,,,2.6,,,,,,,6.5,2003,3.825,,6.87,,17.4,
2003-01-09,,1,,,,,2.6,,,,,,,6.7,2003,5.645,,6.65,,16.8,
2003-01-10,,1,,,,,2.6,,,,,,,,2003,7.017,,6.72,,17.7,
2003-01-11,,1,,,,,2.6,,,,,,,,2003,5.983,,6.66,,17.3,
2003-01-12,,1,,,,,2.6,,,,,,,7,2003,7.021,,6.7,,18.7,
2003-01-13,,1,0.2,,8.5,,2.6,,,,,,,8.4,2003,8.893,,6.69,,18,
2003-01-14,,1,,,,,2.6,,,,,,,5.6,2003,8.364,,7.02,,18.2,
2003-01-15,,1,,,,,2.6,,,,,,,4.9,2003,7.086,,6.7,,17,
2003-01-16,,1,,,,,2.6,,,,,,,4.3,2003,7.493,,6.66,,16.3,
2003-01-17,,1,,,,,2.6,,,,,,,6.2,2003,5.287,,6.63,,16.8,
2003-01-18,,1,,,,,2.6,,,,,,,,2003,5.163,,6.71,,17.4,
2003-01-19,,1,,,,,2.6,,,,,,,,2003,4.139,,6.74,,17.1,
2003-01-20,,1,,,,,2.6,,,,,,,5.6,2003,4.805,,6.68,,19.1,
2003-01-21,,1,0.2,,13,,2.6,,,,,,,5.5,2003,4.76,,6.81,,15.6,
2003-01-22,,1,,,,,2.6,,,,,,,6,2003,4.805,,6.8,,16,
2003-01-23,,1,,,,,2.6,,,,,,,7.3,2003,7.15,,6.54,,17.6,
2003-01-24,,1,,,,,2.6,,,,,,,7.2,2003,6.148,,6.5,,17.4,
2003-01-25,,1,,,,,2.6,,,,,,,,2003,5.826,,6.63,,18.7,
2003-01-26,,1,,,,,2.6,,,,,,,8.2,2003,5.352,,6.8,,18.9,
2003-01-27,,1,0.2,,13,,2.6,,,,,,,7.5,2003,4.476,,6.76,,18.4,
2003-01-28,,1,,,,,2.6,,,,,,,6.9,2003,4.72,,6.79,,16.8,
2003-01-29,,1,,,,,2.6,,,,,,,8.5,2003,4.51,,6.76,,19.6,
2003-01-30,,1,,,,,2.6,,,,,,,7.9,2003,3.661,,6.72,,19,
2003-01-31,,1,,,,,2.6,,,,,,,,2003,4.56,,6.58,,18.5,
2003-02-01,,2,,,,,2.6,,,,,,,,2003,3.665,,6.55,,18.8,
2003-02-02,,2,,,,,2.6,,,,,,,13,2003,3.818,,6.63,,19,
2003-02-03,,2,,,,,2.6,,,,,,,13.6,2003,3.883,,6.61,,19.1,
2003-02-04,,2,0.2,,14,,2.6,,,,,,,13.4,2003,3.406,1.41,6.67,,16.7,
2003-02-05,,2,,,,,2.6,,,,,,,12.8,2003,3.605,,6.82,,18.5,
2003-02-06,,2,,,,,2.6,,,,,,,11.2,2003,3.658,,6.91,,18.4,
2003-02-07,,2,,,,,2.6,,,,,,,,2003,2.785,,6.82,,17.9,
2003-02-08,,2,,,,,2.6,,,,,,,,2003,4.262,,6.66,,17.7,
2003-02-09,,2,,,,,2.6,,,,,,,,2003,3.949,,6.64,,17.7,
2003-02-10,,2,0.23,,18,,2.6,,,,,,,8.3,2003,4.024,,6.54,,14.4,
